"fish_group","rcp","sector","year","value","agg"
"Stargazers","RCP 8.5","Subsistence",1955,12.67060633,"By fish group"
"Threadfins","RCP 2.6","Subsistence",1955,1573.397206,"By fish group"
"Threadfins","RCP 8.5","Subsistence",1955,1570.455055,"By fish group"
"Thryssas","RCP 2.6","Subsistence",1955,792.7914677,"By fish group"
"Thryssas","RCP 8.5","Subsistence",1955,795.940727,"By fish group"
"Toli shad","RCP 2.6","Subsistence",1955,11.36337511,"By fish group"
"Toli shad","RCP 8.5","Subsistence",1955,11.31869236,"By fish group"
"Torpedo scad","RCP 2.6","Subsistence",1955,445.1235185,"By fish group"
"Torpedo scad","RCP 8.5","Subsistence",1955,446.4765401,"By fish group"
"Upeneid goatfishes","RCP 2.6","Subsistence",1955,12.97131573,"By fish group"
"Upeneid goatfishes","RCP 8.5","Subsistence",1955,12.9421343,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",1955,1200.701942,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",1955,1196.229432,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",1955,332.1705598,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",1955,332.3298458,"By fish group"
"All fish groups","RCP 2.6","All sectors",1955,186454.488805092,"Totals"
"All fish groups","RCP 8.5","All sectors",1955,186835.737922974,"Totals"
"All fish groups","RCP 2.6","Artisanal",1955,32596.973321944,"Totals"
"All fish groups","RCP 8.5","Artisanal",1955,32826.68193086,"Totals"
"All fish groups","RCP 2.6","Industrial",1955,0,"Totals"
"All fish groups","RCP 8.5","Industrial",1955,0,"Totals"
"All fish groups","RCP 2.6","Subsistence",1955,153857.515483148,"Totals"
"All fish groups","RCP 8.5","Subsistence",1955,154009.055992114,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",1955,2752.0601837,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",1955,2749.1003042,"By fish group"
"Banana prawn","RCP 2.6","All sectors",1955,12.01442591,"By fish group"
"Banana prawn","RCP 8.5","All sectors",1955,11.98311221,"By fish group"
"Barramundi","RCP 2.6","All sectors",1955,344.7656211,"By fish group"
"Barramundi","RCP 8.5","All sectors",1955,354.0109942,"By fish group"
"Bartail flathead","RCP 2.6","All sectors",1955,465.2360616,"By fish group"
"Bartail flathead","RCP 8.5","All sectors",1955,464.7221405,"By fish group"
"Black pomfret","RCP 2.6","All sectors",1955,362.3062244,"By fish group"
"Black pomfret","RCP 8.5","All sectors",1955,363.5376366,"By fish group"
"Bombay duck","RCP 2.6","All sectors",1955,40104.394268,"By fish group"
"Bombay duck","RCP 8.5","All sectors",1955,40171.608986,"By fish group"
"Chinese silver pomfret","RCP 2.6","All sectors",1955,543.7748571,"By fish group"
"Chinese silver pomfret","RCP 8.5","All sectors",1955,542.4365019,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","All sectors",1955,634.3594757,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","All sectors",1955,632.9365308,"By fish group"
"Cutlassfishes","RCP 2.6","All sectors",1955,3186.276461,"By fish group"
"Cutlassfishes","RCP 8.5","All sectors",1955,3198.933523,"By fish group"
"Drums, croakers","RCP 2.6","All sectors",1955,15563.5621589,"By fish group"
"Drums, croakers","RCP 8.5","All sectors",1955,15537.3124712,"By fish group"
"Fourfinger threadfin","RCP 2.6","All sectors",1955,1453.165601,"By fish group"
"Fourfinger threadfin","RCP 8.5","All sectors",1955,1445.234489,"By fish group"
"Garment anchovies","RCP 2.6","All sectors",1955,2698.593668,"By fish group"
"Garment anchovies","RCP 8.5","All sectors",1955,2692.520644,"By fish group"
"Giant tiger prawn","RCP 2.6","All sectors",1955,0.001698693,"By fish group"
"Giant tiger prawn","RCP 8.5","All sectors",1955,0.0016943,"By fish group"
"Green tiger prawn","RCP 2.6","All sectors",1955,287.8247108,"By fish group"
"Green tiger prawn","RCP 8.5","All sectors",1955,286.7949617,"By fish group"
"Grunters","RCP 2.6","All sectors",1955,213.4920501,"By fish group"
"Grunters","RCP 8.5","All sectors",1955,213.1326275,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","All sectors",1955,8068.398978,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","All sectors",1955,8050.672151,"By fish group"
"Hilsa shad","RCP 2.6","All sectors",1955,3765.167996,"By fish group"
"Hilsa shad","RCP 8.5","All sectors",1955,3784.1828325,"By fish group"
"Indian mackerel","RCP 2.6","All sectors",1955,73.543852235,"By fish group"
"Indian mackerel","RCP 8.5","All sectors",1955,78.538122714,"By fish group"
"Indian white prawn","RCP 2.6","All sectors",1955,171.3460724,"By fish group"
"Indian white prawn","RCP 8.5","All sectors",1955,170.8641363,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","All sectors",1955,426.5342045,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","All sectors",1955,428.0181818,"By fish group"
"Indo-Pacific prawns","RCP 2.6","All sectors",1955,1729.593838,"By fish group"
"Indo-Pacific prawns","RCP 8.5","All sectors",1955,1725.150755,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","All sectors",1955,1147.0839,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","All sectors",1955,1140.335447,"By fish group"
"Jacks, pompanos","RCP 2.6","All sectors",1955,332.693882,"By fish group"
"Jacks, pompanos","RCP 8.5","All sectors",1955,334.0154645,"By fish group"
"Jarbua terapon","RCP 2.6","All sectors",1955,1441.276746,"By fish group"
"Jarbua terapon","RCP 8.5","All sectors",1955,1442.692479,"By fish group"
"Johns snapper","RCP 2.6","All sectors",1955,861.5898028,"By fish group"
"Johns snapper","RCP 8.5","All sectors",1955,869.2092906,"By fish group"
"Kuruma prawn","RCP 2.6","All sectors",1955,4712.081213,"By fish group"
"Kuruma prawn","RCP 8.5","All sectors",1955,4707.708396,"By fish group"
"Mullets, grey mullets","RCP 2.6","All sectors",1955,3230.002616,"By fish group"
"Mullets, grey mullets","RCP 8.5","All sectors",1955,3225.477874,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","All sectors",1955,0,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","All sectors",1955,0,"By fish group"
"Others","RCP 2.6","All sectors",1955,55144.566345,"By fish group"
"Others","RCP 8.5","All sectors",1955,55427.592232,"By fish group"
"Scats","RCP 2.6","All sectors",1955,46.93132543,"By fish group"
"Scats","RCP 8.5","All sectors",1955,46.82576071,"By fish group"
"Sea catfishes, coblers","RCP 2.6","All sectors",1955,17283.207884,"By fish group"
"Sea catfishes, coblers","RCP 8.5","All sectors",1955,17281.711643,"By fish group"
"Sepia cuttlefishes","RCP 2.6","All sectors",1955,697.7673895,"By fish group"
"Sepia cuttlefishes","RCP 8.5","All sectors",1955,700.5391782,"By fish group"
"Silver biddies","RCP 2.6","All sectors",1955,352.1280863,"By fish group"
"Silver biddies","RCP 8.5","All sectors",1955,351.4765624,"By fish group"
"Silver pomfret","RCP 2.6","All sectors",1955,12342.699104,"By fish group"
"Silver pomfret","RCP 8.5","All sectors",1955,12398.134518,"By fish group"
"Silver sillago","RCP 2.6","All sectors",1955,61.01799071,"By fish group"
"Silver sillago","RCP 8.5","All sectors",1955,60.57970722,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","All sectors",1955,786.8164435,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","All sectors",1955,785.0468055,"By fish group"
"Smelt-whitings","RCP 2.6","All sectors",1955,114.4405681,"By fish group"
"Smelt-whitings","RCP 8.5","All sectors",1955,114.1793448,"By fish group"
"Speckled shrimp","RCP 2.6","All sectors",1955,139.8294881,"By fish group"
"Speckled shrimp","RCP 8.5","All sectors",1955,145.5091438,"By fish group"
"Stargazers","RCP 2.6","All sectors",1955,12.69919111,"By fish group"
"Stargazers","RCP 8.5","All sectors",1955,12.67060633,"By fish group"
"Threadfins","RCP 2.6","All sectors",1955,2096.1221191,"By fish group"
"Threadfins","RCP 8.5","All sectors",1955,2095.103177,"By fish group"
"Thryssas","RCP 2.6","All sectors",1955,792.791592164,"By fish group"
"Thryssas","RCP 8.5","All sectors",1955,795.94085193,"By fish group"
"Toli shad","RCP 2.6","All sectors",1955,11.36337511,"By fish group"
"Toli shad","RCP 8.5","All sectors",1955,11.31869236,"By fish group"
"Torpedo scad","RCP 2.6","All sectors",1955,445.1235185,"By fish group"
"Torpedo scad","RCP 8.5","All sectors",1955,446.4765401,"By fish group"
"Upeneid goatfishes","RCP 2.6","All sectors",1955,12.97131573,"By fish group"
"Upeneid goatfishes","RCP 8.5","All sectors",1955,12.9421343,"By fish group"
"Whitefin wolf-herring","RCP 2.6","All sectors",1955,1200.701942,"By fish group"
"Whitefin wolf-herring","RCP 8.5","All sectors",1955,1196.229432,"By fish group"
"Yellowfin seabream","RCP 2.6","All sectors",1955,332.1705598,"By fish group"
"Yellowfin seabream","RCP 8.5","All sectors",1955,332.3298458,"By fish group"
"Acetes shrimps","RCP 2.6","Artisanal",1956,724.4481348,"By fish group"
"Acetes shrimps","RCP 8.5","Artisanal",1956,727.5102519,"By fish group"
"Bombay duck","RCP 2.6","Artisanal",1956,7775.925001,"By fish group"
"Bombay duck","RCP 8.5","Artisanal",1956,7831.727634,"By fish group"
"Drums, croakers","RCP 2.6","Artisanal",1956,308.6793876,"By fish group"
"Drums, croakers","RCP 8.5","Artisanal",1956,310.0904581,"By fish group"
"Fourfinger threadfin","RCP 2.6","Artisanal",1956,0,"By fish group"
"Fourfinger threadfin","RCP 8.5","Artisanal",1956,0,"By fish group"
"Hilsa shad","RCP 2.6","Artisanal",1956,3515.113133,"By fish group"
"Hilsa shad","RCP 8.5","Artisanal",1956,3537.835392,"By fish group"
"Indian mackerel","RCP 2.6","Artisanal",1956,103.2630562,"By fish group"
"Indian mackerel","RCP 8.5","Artisanal",1956,108.6753041,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Artisanal",1956,437.918385,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Artisanal",1956,439.833947,"By fish group"
"Others","RCP 2.6","Artisanal",1956,5095.99679,"By fish group"
"Others","RCP 8.5","Artisanal",1956,5186.640965,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Artisanal",1956,7085.271079,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Artisanal",1956,7110.312523,"By fish group"
"Silver pomfret","RCP 2.6","Artisanal",1956,7835.048866,"By fish group"
"Silver pomfret","RCP 8.5","Artisanal",1956,7892.18366,"By fish group"
"Threadfins","RCP 2.6","Artisanal",1956,537.5879535,"By fish group"
"Threadfins","RCP 8.5","Artisanal",1956,540.0492472,"By fish group"
"Thryssas","RCP 2.6","Artisanal",1956,0.000676811,"By fish group"
"Thryssas","RCP 8.5","Artisanal",1956,0.000679947,"By fish group"
"Bombay duck","RCP 2.6","Industrial",1956,NA,"By fish group"
"Bombay duck","RCP 8.5","Industrial",1956,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 2.6","Industrial",1956,NA,"By fish group"
"Indo-Pacific king mackerel","RCP 8.5","Industrial",1956,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 2.6","Industrial",1956,NA,"By fish group"
"Narrowbarred Spanish mackerel","RCP 8.5","Industrial",1956,NA,"By fish group"
"Others","RCP 2.6","Industrial",1956,NA,"By fish group"
"Others","RCP 8.5","Industrial",1956,NA,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Industrial",1956,NA,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Industrial",1956,NA,"By fish group"
"Silver pomfret","RCP 2.6","Industrial",1956,NA,"By fish group"
"Silver pomfret","RCP 8.5","Industrial",1956,NA,"By fish group"
"Acetes shrimps","RCP 2.6","Subsistence",1956,5000.13175,"By fish group"
"Acetes shrimps","RCP 8.5","Subsistence",1956,4987.06605,"By fish group"
"Banana prawn","RCP 2.6","Subsistence",1956,88.41884197,"By fish group"
"Banana prawn","RCP 8.5","Subsistence",1956,88.01369351,"By fish group"
"Barramundi","RCP 2.6","Subsistence",1956,314.2061971,"By fish group"
"Barramundi","RCP 8.5","Subsistence",1956,322.7449455,"By fish group"
"Bartail flathead","RCP 2.6","Subsistence",1956,473.4239245,"By fish group"
"Bartail flathead","RCP 8.5","Subsistence",1956,472.9297258,"By fish group"
"Black pomfret","RCP 2.6","Subsistence",1956,371.855461,"By fish group"
"Black pomfret","RCP 8.5","Subsistence",1956,373.124272,"By fish group"
"Bombay duck","RCP 2.6","Subsistence",1956,33379.98199,"By fish group"
"Bombay duck","RCP 8.5","Subsistence",1956,33400.85774,"By fish group"
"Chinese silver pomfret","RCP 2.6","Subsistence",1956,558.3475521,"By fish group"
"Chinese silver pomfret","RCP 8.5","Subsistence",1956,556.9815601,"By fish group"
"Commercial shrimps and prawns","RCP 2.6","Subsistence",1956,651.3189194,"By fish group"
"Commercial shrimps and prawns","RCP 8.5","Subsistence",1956,649.8676038,"By fish group"
"Cutlassfishes","RCP 2.6","Subsistence",1956,3272.002168,"By fish group"
"Cutlassfishes","RCP 8.5","Subsistence",1956,3285.066176,"By fish group"
"Drums, croakers","RCP 2.6","Subsistence",1956,15602.64579,"By fish group"
"Drums, croakers","RCP 8.5","Subsistence",1956,15575.36165,"By fish group"
"Fourfinger threadfin","RCP 2.6","Subsistence",1956,1314.862156,"By fish group"
"Fourfinger threadfin","RCP 8.5","Subsistence",1956,1308.20595,"By fish group"
"Garment anchovies","RCP 2.6","Subsistence",1956,2770.52357,"By fish group"
"Garment anchovies","RCP 8.5","Subsistence",1956,2764.332903,"By fish group"
"Giant tiger prawn","RCP 2.6","Subsistence",1956,0.007415329,"By fish group"
"Giant tiger prawn","RCP 8.5","Subsistence",1956,0.007396922,"By fish group"
"Green tiger prawn","RCP 2.6","Subsistence",1956,296.6614742,"By fish group"
"Green tiger prawn","RCP 8.5","Subsistence",1956,295.6056781,"By fish group"
"Grunters","RCP 2.6","Subsistence",1956,217.2930507,"By fish group"
"Grunters","RCP 8.5","Subsistence",1956,216.9418927,"By fish group"
"Herrings, sardines, menhadens","RCP 2.6","Subsistence",1956,8282.474376,"By fish group"
"Herrings, sardines, menhadens","RCP 8.5","Subsistence",1956,8264.391193,"By fish group"
"Hilsa shad","RCP 2.6","Subsistence",1956,354.2578993,"By fish group"
"Hilsa shad","RCP 8.5","Subsistence",1956,354.2545526,"By fish group"
"Indian mackerel","RCP 2.6","Subsistence",1956,6.499252839,"By fish group"
"Indian mackerel","RCP 8.5","Subsistence",1956,6.821135157,"By fish group"
"Indian white prawn","RCP 2.6","Subsistence",1956,193.0344975,"By fish group"
"Indian white prawn","RCP 8.5","Subsistence",1956,192.5179436,"By fish group"
"Indo-Pacific prawns","RCP 2.6","Subsistence",1956,2172.587245,"By fish group"
"Indo-Pacific prawns","RCP 8.5","Subsistence",1956,2167.734685,"By fish group"
"Indo-Pacific swamp crab","RCP 2.6","Subsistence",1956,1177.653743,"By fish group"
"Indo-Pacific swamp crab","RCP 8.5","Subsistence",1956,1170.737835,"By fish group"
"Jacks, pompanos","RCP 2.6","Subsistence",1956,341.6449002,"By fish group"
"Jacks, pompanos","RCP 8.5","Subsistence",1956,343.0089737,"By fish group"
"Jarbua terapon","RCP 2.6","Subsistence",1956,1479.905865,"By fish group"
"Jarbua terapon","RCP 8.5","Subsistence",1956,1481.388074,"By fish group"
"Johns snapper","RCP 2.6","Subsistence",1956,788.8126102,"By fish group"
"Johns snapper","RCP 8.5","Subsistence",1956,796.070752,"By fish group"
"Kuruma prawn","RCP 2.6","Subsistence",1956,4164.682982,"By fish group"
"Kuruma prawn","RCP 8.5","Subsistence",1956,4162.70071,"By fish group"
"Mullets, grey mullets","RCP 2.6","Subsistence",1956,3200.598976,"By fish group"
"Mullets, grey mullets","RCP 8.5","Subsistence",1956,3196.612882,"By fish group"
"Others","RCP 2.6","Subsistence",1956,51538.45119,"By fish group"
"Others","RCP 8.5","Subsistence",1956,51744.22695,"By fish group"
"Scats","RCP 2.6","Subsistence",1956,48.18612276,"By fish group"
"Scats","RCP 8.5","Subsistence",1956,48.07843926,"By fish group"
"Sea catfishes, coblers","RCP 2.6","Subsistence",1956,9622.476037,"By fish group"
"Sea catfishes, coblers","RCP 8.5","Subsistence",1956,9607.095225,"By fish group"
"Sepia cuttlefishes","RCP 2.6","Subsistence",1956,716.5405888,"By fish group"
"Sepia cuttlefishes","RCP 8.5","Subsistence",1956,719.4014952,"By fish group"
"Silver biddies","RCP 2.6","Subsistence",1956,360.6557588,"By fish group"
"Silver biddies","RCP 8.5","Subsistence",1956,360.0003911,"By fish group"
"Silver pomfret","RCP 2.6","Subsistence",1956,4656.983859,"By fish group"
"Silver pomfret","RCP 8.5","Subsistence",1956,4664.180764,"By fish group"
"Silver sillago","RCP 2.6","Subsistence",1956,62.74700985,"By fish group"
"Silver sillago","RCP 8.5","Subsistence",1956,62.29574776,"By fish group"
"Slipmouths, ponyfishes","RCP 2.6","Subsistence",1956,807.8157109,"By fish group"
"Slipmouths, ponyfishes","RCP 8.5","Subsistence",1956,806.01039,"By fish group"
"Smelt-whitings","RCP 2.6","Subsistence",1956,117.683381,"By fish group"
"Smelt-whitings","RCP 8.5","Subsistence",1956,117.4171955,"By fish group"
"Speckled shrimp","RCP 2.6","Subsistence",1956,338.6082436,"By fish group"
"Speckled shrimp","RCP 8.5","Subsistence",1956,345.9491168,"By fish group"
"Stargazers","RCP 2.6","Subsistence",1956,13.04142261,"By fish group"
"Stargazers","RCP 8.5","Subsistence",1956,13.0122847,"By fish group"
"Threadfins","RCP 2.6","Subsistence",1956,1612.603245,"By fish group"
"Threadfins","RCP 8.5","Subsistence",1956,1609.636063,"By fish group"
"Thryssas","RCP 2.6","Subsistence",1956,814.1212582,"By fish group"
"Thryssas","RCP 8.5","Subsistence",1956,817.3717715,"By fish group"
"Toli shad","RCP 2.6","Subsistence",1956,11.6649685,"By fish group"
"Toli shad","RCP 8.5","Subsistence",1956,11.61925675,"By fish group"
"Torpedo scad","RCP 2.6","Subsistence",1956,453.4258818,"By fish group"
"Torpedo scad","RCP 8.5","Subsistence",1956,454.8238858,"By fish group"
"Upeneid goatfishes","RCP 2.6","Subsistence",1956,13.3190091,"By fish group"
"Upeneid goatfishes","RCP 8.5","Subsistence",1956,13.28924607,"By fish group"
"Whitefin wolf-herring","RCP 2.6","Subsistence",1956,1163.301412,"By fish group"
"Whitefin wolf-herring","RCP 8.5","Subsistence",1956,1159.225178,"By fish group"
"Yellowfin seabream","RCP 2.6","Subsistence",1956,324.1716857,"By fish group"
"Yellowfin seabream","RCP 8.5","Subsistence",1956,324.3899448,"By fish group"
"All fish groups","RCP 2.6","All sectors",1956,192568.881854869,"Totals"
"All fish groups","RCP 8.5","All sectors",1956,192996.229380976,"Totals"
"All fish groups","RCP 2.6","Artisanal",1956,33419.252462911,"Totals"
"All fish groups","RCP 8.5","Artisanal",1956,33684.860062247,"Totals"
"All fish groups","RCP 2.6","Industrial",1956,0,"Totals"
"All fish groups","RCP 8.5","Industrial",1956,0,"Totals"
"All fish groups","RCP 2.6","Subsistence",1956,159149.629391958,"Totals"
"All fish groups","RCP 8.5","Subsistence",1956,159311.369318729,"Totals"
"Acetes shrimps","RCP 2.6","All sectors",1956,5724.5798848,"By fish group"
"Acetes shrimps","RCP 8.5","All sectors",1956,5714.5763019,"By fish group"
"Banana prawn","RCP 2.6","All sectors",1956,88.41884197,"By fish group"
"Banana prawn","RCP 8.5","All sectors",1956,88.01369351,"By fish group"
